date,state,city_county,address,nkill,ninjured,operations
13-Jun-15,Georgia,Milledgeville,451 North Flynn Street,1,3,N/A
13-Jun-15,New York,Bronx,2409 Creston Avenue,0,5,N/A
13-Jun-15,Oklahoma,Oklahoma City,500 block of Se 69th St,0,4,N/A
13-Jun-15,Ohio,Columbus,1623 E. Hudson Street,4,1,N/A
12-Jun-15,Florida,Allapattah,24th Avenue and 36th Street,0,4,N/A
11-Jun-15,Connecticut,Bridgeport,468 Trumbull Avenue,1,8,N/A
11-Jun-15,Texas,Houston,3400 block of Burkett,1,3,N/A
10-Jun-15,California,Los Angeles,South Vermont Avenue and West 88th Street,1,3,N/A
9-Jun-15,Missouri,Saint Louis,North Market Street and North Spring Avenue,1,3,N/A
7-Jun-15,Montana,Deer Lodge,Boulder Creek Road,5,0,N/A
6-Jun-15,New York,Buffalo,100 block of Warren Avenue,1,4,N/A
6-Jun-15,Illinois,Chicago,100 block of North Lorel Avenue,0,5,N/A
5-Jun-15,Iowa,Davenport,900 block of West 3rd St,0,5,N/A
5-Jun-15,Louisiana,New Orleans,2100 block of Governor Nicholls Street,1,3,N/A
3-Jun-15,New York,Wyandanch,Davidson Street,3,1,N/A
31-May-15,Ohio,Cleveland,16209 block of Laverne Avenue,3,1,N/A
31-May-15,Maryland,Springdale,9222 Ardwick Ardmore Road,1,3,N/A
31-May-15,Connecticut,New Haven,849 Chapel Street,0,5,N/A
31-May-15,Georgia,Conyers,4669 Bell Road SE,3,2,N/A
30-May-15,California,San Diego,4200 block of Market Street,0,4,N/A
28-May-15,Nebraska,Omaha,84th and Q,0,4,N/A
28-May-15,Illinois,Chicago,6200 block of South Honore Street,0,5,N/A
28-May-15,Pennsylvania,Chester,2700 block of West 3rd Street,1,3,N/A
26-May-15,Louisiana,New Orleans,6700 block of Tara Lane,2,2,N/A
25-May-15,Illinois,Decatur,1816 N Water,1,4,N/A
24-May-15,Massachusetts,Brockton,1002 Main St,0,5,N/A
24-May-15,Michigan,Flint,W. 12th Street and Hammerberg Road.,0,7,N/A
24-May-15,Alabama,Montgomery,Smiley Court,1,3,N/A
24-May-15,Missouri,Saint Louis,2700 block of Dayton,0,4,N/A
23-May-15,California,Fresno,2400 block of South 9th Street,2,2,N/A
20-May-15,Maryland,Baltimore,800 block of Linwood Avenue,1,3,N/A
18-May-15,Missouri,Kinloch,8000 block of School Way,0,4,N/A
18-May-15,Florida,Miami,Northwest 75th Street and Northwest 16th Avenue,1,4,N/A
17-May-15,Texas,Waco,4671 S Jack Kultgen Fwy,9,18,N/A
16-May-15,Wisconsin,Milwaukee,28th Street and Auer Avenue,0,5,N/A
16-May-15,New York,Rochester,188 Lewis Street,0,4,N/A
16-May-15,Maryland,Baltimore,1700 block of North Broadway,0,5,N/A
12-May-15,Maryland,Capitol Heights,Pard Road,1,4,N/A
12-May-15,Arizona,Tucson,800 block of West Calle Medina Road,5,0,N/A
10-May-15,Ohio,Cleveland,3600 block of Bosworth Rd,1,4,N/A
10-May-15,New Jersey,Jersey City,Bostwick Avenue,0,4,N/A
10-May-15,New Jersey,Newark,19th Avenue and South 16th Street,1,3,N/A
7-May-15,Ohio,Cincinnati,2300 block of Baltimore Avenue,0,4,N/A
7-May-15,Michigan,Detroit,16000 block of Cathedral Street,0,4,N/A
4-May-15,New York,Buffalo,100 block of Roosevelt Avenue,1,3,N/A
3-May-15,Indiana,South Bend,1600 block of South William Street,0,4,N/A
3-May-15,Texas,Houston,San Jacinto at Elgin,0,6,N/A
3-May-15,New York,Bronx,University Avenue,0,4,N/A
3-May-15,Ohio,Dayton,2801 Germantown Street,1,6,N/A
3-May-15,Wisconsin,Menasha,Friendship Trail,4,1,N/A
1-May-15,Wisconsin,Milwaukee,3700 block of 37th Street,2,3,N/A
27-Apr-15,New York,Brooklyn,1365 Flatbush Ave,2,4,N/A
27-Apr-15,Arizona,Gila Bend,State Route 85,2,2,N/A
25-Apr-15,New Jersey,Trenton,Wood Street,0,4,N/A
25-Apr-15,New York,Gates,24 Hinchey Rd,1,6,N/A
21-Apr-15,Texas,Killeen,420 Gilmer St.,2,3,N/A
19-Apr-15,Virginia,Richmond,200 block of West Hill Street,0,4,N/A
18-Apr-15,Alabama,Montgomery,1800 block of Gibbs Court,0,5,N/A
18-Apr-15,Pennsylvania,Williamsport,321 Pine St,0,5,N/A
18-Apr-15,North Carolina,Lumberton,Martin Luther King Drive,1,3,N/A
18-Apr-15,North Carolina,Charlotte,Bost Street,0,4,N/A
18-Apr-15,New Jersey,Paterson,Rosa Parks Blvd and Godwin Ave,1,3,N/A
16-Apr-15,Arizona,Phoenix,4300 block of East Anderson Drive,5,0,N/A
7-Apr-15,Georgia,Rome,20 Copeland Street,1,3,N/A
5-Apr-15,Pennsylvania,Pittsburgh,Dinwiddie Street,1,3,N/A
5-Apr-15,Kentucky,Louisville,40th and Grand Street,1,4,N/A
5-Apr-15,Indiana,Indianapolis,5000 block of Wildflower Court,0,5,N/A
5-Apr-15,Michigan,Benton Harbor,1000 block of Blossom Lane,0,4,N/A
3-Apr-15,Florida,Daytona Beach,300 block of Henry Butts Drive,0,4,N/A
2-Apr-15,Maryland,Baltimore,1900 block of West Lanvale Street,0,5,N/A
27-Mar-15,Florida,Panama City Beach,5312 Thomas Drive,0,7,N/A
26-Mar-15,Texas,Amarillo,3100 block of Redwood,0,4,N/A
24-Mar-15,Indiana,Indianapolis,3100 block of North Harding Street,4,0,N/A
23-Mar-15,Tennessee,Clarksville,900 block of Carpenter Street,1,4,N/A
22-Mar-15,New Mexico,Albuquerque,10140 Lomas NE,1,6,N/A
21-Mar-15,Florida,Tampa,1802 Seventh Ave,0,4,N/A
20-Mar-15,Texas,Lancaster,1500 block of Reynolds Street,1,5,N/A
18-Mar-15,New Jersey,Newark,200 block of Clinton Place,1,3,N/A
18-Mar-15,Arizona,Mesa,1504 West Main Street,1,5,N/A
17-Mar-15,California,Stockton,748 N Madison St,3,4,N/A
15-Mar-15,California,Compton,2700 block of West Alondra Boulevard,0,4,N/A
14-Mar-15,Georgia,Atlanta,2900 block of Delmar Lane,0,5,N/A
14-Mar-15,California,Coachella,84000 block of Bagdad Avenue,0,4,N/A
13-Mar-15,Mississippi,Brookhaven,1097 South First St.,2,3,N/A
10-Mar-15,Georgia,Columbus,3023 Victory Drive,0,5,N/A
9-Mar-15,Illinois,Chicago,200 block of West 105th,1,3,N/A
8-Mar-15,South Carolina,Seneca,Wells Highway,1,3,N/A
7-Mar-15,Missouri,Saint Louis,3140 Olive St,0,4,N/A
4-Mar-15,California,San Bernardino,190 block of West Club Center Drive,2,5,N/A
1-Mar-15,Florida,Orange County,4900 block of Steyr Street,0,4,N/A
1-Mar-15,Michigan,Detroit,9855 Chalmers St,1,5,N/A
28-Feb-15,Maryland,Baltimore,4300 block of Welbourne Road,1,3,N/A
26-Feb-15,Missouri,Tyrone,18279 Highway H,8,1,N/A
25-Feb-15,Texas,Houston,5022 Mallow St,3,1,N/A
23-Feb-15,Florida,Daytona Beach,Sheridan Road,0,4,N/A
22-Feb-15,Texas,Killeen,1706 Godman St.,4,1,N/A
22-Feb-15,Georgia,Clarkesville,281 Lower Pond Court,3,2,N/A
22-Feb-15,South Carolina,Charleston,4224 Dorchester Road,0,4,N/A
20-Feb-15,California,Sacramento,1417 R Street,0,4,N/A
17-Feb-15,Arkansas,Little Rock,7900 Scott Hamilton,1,3,N/A
15-Feb-15,California,Long Beach,200 block of W. 14th Street,0,5,N/A
9-Feb-15,Florida,New Port Richey,9552 Adler Street,3,1,N/A
8-Feb-15,Tennessee,Friendship,251 Dupree Rd,0,6,N/A
7-Feb-15,Georgia,Douglasville,3640 Willow Tree Circle,5,2,N/A
6-Feb-15,Oklahoma,Tulsa,1219 N. Sheridan Road,1,4,N/A
5-Feb-15,Ohio,Beachwood (Warrensville Heights),Harvard Road,3,3,N/A
1-Feb-15,New York,Syracuse,1217 West Fayette Street,0,6,N/A
1-Feb-15,New York,New York (Manhattan),3345 Broadway,1,4,N/A
31-Jan-15,Georgia,Lagrange,100 block of Woodstream Trail,4,0,N/A
28-Jan-15,Georgia,Dekalb County,1600 block of Panola Road,1,3,N/A
26-Jan-15,California,Stockton,1500 block of E. 9th Street,1,3,N/A
24-Jan-15,New York,Arverne (Queens),231-11 148th Avenue,4,1,N/A
24-Jan-15,Nebraska,Omaha,3402 Parker St,3,5,N/A
23-Jan-15,Massachusetts,Boston,954 Parker Street,0,6,N/A
20-Jan-15,Tennessee,Clarksville,321 Lansinger Lane,1,3,N/A
19-Jan-15,Texas,San Antonio,1000 block of Gibbs St.,2,5,N/A
13-Jan-15,Virginia,Portsmouth,4100 block of Portsmouth Boulevard,0,5,N/A
13-Jan-15,Illinois,Rockford,700 block of Oakley Avenue,2,2,N/A
11-Jan-15,North Carolina,Hope Mills,1900 block of Gumberry Road,2,5,N/A
11-Jan-15,Florida,Lakeland,7665 Chase Road,1,3,N/A
11-Jan-15,California,San Jose,3840 Monterey Hwy,0,5,N/A
10-Jan-15,Kansas,Wichita,4859 E Harry Street,2,2,N/A
9-Jan-15,California,San Francisco,Laguna and Page streets,4,0,N/A
8-Jan-15,Massachusetts,Boston,104 Harrishof Street,1,3,N/A
7-Jan-15,Tennessee,Chattanooga,773 West Main Street,1,3,N/A
6-Jan-15,Florida,Miami,1300 block of NW 62nd Street,1,3,N/A
4-Jan-15,Virginia,Roanoke,3634 Shenandoah Ave NW,2,4,N/A
4-Jan-15,Texas,Dallas,2000 block of Ben Hur St.,3,1,N/A
2-Jan-15,Georgia,Savannah,500 block of W. 54th Street,1,4,N/A
1-Jan-15,Tennessee,Memphis,Interstate 240 and Poplar Avenue,0,5,N/A
31-Dec-16,Georgia,Lenox (El Dorado),27 Briarwood Ct,2,2,N/A
31-Dec-16,Texas,Houston,3704 Fannin Street,1,3,N/A
30-Dec-16,Ohio,Mansfield,3230 Possum Run Rd,0,5,N/A
30-Dec-16,Connecticut,Wallingford,95 S Turnpike Road,2,2,N/A
28-Dec-16,Georgia,Columbus,2914 10th Street,1,4,N/A
25-Dec-16,Alabama,Ozark,858 US-231,0,4,N/A
25-Dec-16,Illinois,Chicago,8600 block of South Maryland Avenue,3,4,N/A
25-Dec-16,New York,Mount Vernon,4 North 3rd Avenue,1,5,N/A
24-Dec-16,North Carolina,Madison,490 K Ford Rd,0,7,N/A
24-Dec-16,North Carolina,Wilson,2241 Banks Lane East,4,0,N/A
23-Dec-16,Alabama,Birmingham,3813 Richard Arrington Boulevard North,1,3,N/A
23-Dec-16,Illinois,Chicago,4900 block of West Hubbard,0,4,N/A
17-Dec-16,North Carolina,Charlotte,4115 N. Tryon Street,0,4,N/A
17-Dec-16,Illinois,Chicago (Roseland),100 block of West 105th Street,5,0,N/A
16-Dec-16,Illinois,Chicago,4300 block of South Rockwell,2,2,N/A
16-Dec-16,Illinois,Chicago,13th and South Kedzie,0,4,N/A
12-Dec-16,California,Sacramento,4800 block of Myrtle Avenue,1,3,N/A
11-Dec-16,New York,Brooklyn,192 Knickerbocker Ave,0,4,N/A
11-Dec-16,Florida,Orlando (Pine Hills),4305 N Pine Hills Rd,1,4,N/A
11-Dec-16,Maryland,Baltimore,3916 South Hanover Street,0,5,N/A
11-Dec-16,North Carolina,Rocky Mount,1200 block of East Highland Ave,0,4,N/A
9-Dec-16,Texas,Channelview,15300 block of Market,4,0,N/A
9-Dec-16,California,Fresno,842 Fresno Street,0,4,N/A
5-Dec-16,New Mexico,Albuquerque,1532 Stagecoach Lane,4,1,N/A
3-Dec-16,California,Los Angeles,91st Street and Western Avenue,0,6,N/A
2-Dec-16,New Jersey,Bloomfield,3 1st Ave,0,6,N/A
1-Dec-16,California,Clearlake Oaks,N/A,1,3,N/A
30-Nov-16,Maryland,Baltimore,2901 Garrison Blvd,2,4,N/A
28-Nov-16,Texas,Mission (Palmview),1840 West Palma Vista Drive,1,3,N/A
28-Nov-16,California,Wilmington,1067 McDonald Avenue,0,4,N/A
28-Nov-16,California,San Pedro,300 block of West 2nd Street,0,4,N/A
27-Nov-16,Louisiana,New Orleans,100 block of Bourbon Street,1,9,N/A
27-Nov-16,Missouri,Kansas City,Gregory and Prospect,0,7,N/A
26-Nov-16,Illinois,Chicago,8800 block of S Exchange Ave,1,5,N/A
25-Nov-16,Louisiana,New Orleans,Magnolia Street and Felicity Street,0,4,N/A
24-Nov-16,Kentucky,Louisville,4501 W Broadway,2,4,N/A
24-Nov-16,New York,Albany,77 Central Ave,1,3,N/A
23-Nov-16,Mississippi,Olive Branch,928 Cross Road,0,4,N/A
22-Nov-16,Florida,Clewiston,1068 Harlem Academy Avenue,1,4,N/A
18-Nov-16,Illinois,Chicago,5000 block of West Wabansia,0,4,N/A
17-Nov-16,Tennessee,Dyersburg,160 Longfellow,1,7,N/A
13-Nov-16,Florida,Jacksonville,5105 Cleveland Rd,3,2,N/A
13-Nov-16,Texas,San Antonio,8000 Midcrown,0,4,N/A
13-Nov-16,California,San Diego,3800 block of Marlborough Avenue,3,2,N/A
13-Nov-16,Florida,Orlando,Conley Street and South Ivey Lane,0,4,N/A
12-Nov-16,California,Sacramento,8600 block of Ardith Drive,1,5,N/A
12-Nov-16,Missouri,Kansas City,21st St and Cleveland Ave,1,3,N/A
12-Nov-16,Connecticut,Bridgeport,2500 Park Avenue,0,5,N/A
11-Nov-16,Texas,Houston,7705 Channelside Street,0,4,N/A
10-Nov-16,Texas,Houston,6610 S Sam Houston Pkwy W,1,3,N/A
9-Nov-16,Washington,Seattle,1524 3rd Ave,0,5,N/A
9-Nov-16,Illinois,Chicago,3400 block of W Monroe,1,3,N/A
9-Nov-16,Tennessee,Memphis,1800 block of East Brooks Road,0,4,N/A
5-Nov-16,Florida,Fort Lauderdale (Lauderhill),3135 West Broward Boulevard,1,3,N/A
5-Nov-16,Texas,San Antonio,10726 Perrin Beitel Rd,0,4,N/A
5-Nov-16,South Carolina,Myrtle Beach,803 Main St,0,5,N/A
5-Nov-16,California,Oakland,420 14th Street,0,8,N/A
5-Nov-16,Illinois,Chicago,4800 block of North Winthrop,0,5,N/A
4-Nov-16,Pennsylvania,Philadelphia,5451 Springfield Ave,0,4,N/A
3-Nov-16,Illinois,Chicago,8000 block of S Shore Dr,2,2,N/A
3-Nov-16,New Jersey,Orange,234 Cleveland Street,2,2,N/A
2-Nov-16,Arkansas,Little Rock,2111 Bragg Street,1,4,N/A
1-Nov-16,Tennessee,Memphis,5200 block of Zodiac Rd,1,5,N/A
31-Oct-16,Louisiana,Shreveport,700 Block of W 68th St,0,4,N/A
30-Oct-16,Ohio,Toledo,742 Junction Ave,0,4,N/A
30-Oct-16,New York,New York (Manhattan),135 Ridge Street,0,4,N/A
30-Oct-16,New York,Newburgh,119 First Street,2,5,N/A
30-Oct-16,Maryland,Capitol Heights,6860 Walker Mill Road,3,3,N/A
30-Oct-16,Texas,San Antonio,2900 block of Aspen Meadow,0,5,N/A
29-Oct-16,Ohio,Dayton,2010 Cornell Ridge Dr,1,3,N/A
29-Oct-16,California,Los Angeles,1600 block of Century Boulevard,0,5,N/A
29-Oct-16,California,Riverside,3500 block of Madison Street,0,4,N/A
28-Oct-16,Mississippi,Jackson,200 block of Lorenz Blvd,0,6,N/A
28-Oct-16,Florida,Miami Gardens,Northwest 173rd Terrace and 27th Avenue,0,4,N/A
27-Oct-16,Georgia,Jackson,600 block of Moccasin Gap Road,4,0,N/A
25-Oct-16,Ohio,Dayton,3300 block of Riverside Dr,1,3,N/A
25-Oct-16,Virginia,Roanoke,830 Campbell Avenue Southeast,2,3,N/A
23-Oct-16,Oklahoma,Wellston,Highway 66 and N 3310 Rd,1,5,N/A
22-Oct-16,California,Oakland,77th and Bancroft Avenues,0,7,N/A
18-Oct-16,California,San Francisco,325 La Grande Ave,0,4,N/A
17-Oct-16,Illinois,Chicago (Englewood),6700 block of South Winchester,1,4,N/A
15-Oct-16,Alabama,Mobile,1800 block of St Stephens Road,0,5,N/A
15-Oct-16,Illinois,Rockford,7801 East State St,1,5,N/A
15-Oct-16,California,Los Angeles,2918 Rimpau Blvd,4,11,N/A
14-Oct-16,Illinois,Chicago,3300 block of W Maypole Ave,1,6,N/A
13-Oct-16,Illinois,Chicago,2700 block of West Lexington,0,4,N/A
9-Oct-16,Michigan,Grand Rapids,1850 28th Street SE,1,8,N/A
9-Oct-16,California,Sacramento,1696 Arden Way,1,3,N/A
8-Oct-16,New York,Brooklyn,7301 3rd Ave,0,4,N/A
4-Oct-16,Louisiana,New Orleans,3727 Ulloa Street,3,2,N/A
3-Oct-16,Minnesota,Minneapolis,Fourth St and Hennepin Ave,0,4,N/A
2-Oct-16,Texas,San Antonio,2600 South Flores Street,1,4,N/A
1-Oct-16,Illinois,Pembroke Township,17250E Road,4,0,N/A
1-Oct-16,California,Fresno,3200 block of East Clay Avenue,0,4,N/A
29-Sep-16,California,San Francisco,400 block of Ellis Street,1,3,N/A
26-Sep-16,North Carolina,Winston Salem (Winston-salem),100 block of 5 Royales Dr,0,4,N/A
26-Sep-16,Texas,Humble,21219 Grand Linden Ct,0,4,N/A
26-Sep-16,Texas,Houston,5450 Weslayan St,1,6,N/A
25-Sep-16,Illinois,Champaign,300 block of E. Green St,1,3,N/A
24-Sep-16,Maryland,Baltimore,Greenmount Avenue and Preston Street,0,8,N/A
23-Sep-16,Washington,Burlington,201 Cascade Mall Dr,5,0,N/A
18-Sep-16,Pennsylvania,Philadelphia,3001 Castor Avenue,0,4,N/A
18-Sep-16,Virginia,Lynchburg,421 Rivermont Ave,1,3,N/A
18-Sep-16,Pennsylvania,Pittsburgh,1700 block of Brighton Place,0,4,N/A
17-Sep-16,Florida,Miami,20582 SW 119th Ave,0,6,N/A
17-Sep-16,Florida,Orlando,3918 Columbia St,1,6,N/A
17-Sep-16,Indiana,Indianapolis,2016 West 76th Street,2,2,N/A
17-Sep-16,District of Columbia,Washington,2600 block of Birney Place SE,2,7,N/A
16-Sep-16,Pennsylvania,Philadelphia,5100 block of Sansom St,2,5,N/A
16-Sep-16,California,Los Angeles (Hollywood),555 N Heliotrope Dr,2,2,N/A
14-Sep-16,Texas,Humble,16000 block of Saybrook,1,3,N/A
13-Sep-16,Indiana,Fort Wayne,1723 E Wayne St,3,2,N/A
11-Sep-16,Indiana,Fort Wayne,3006 Holton Avenue,3,1,N/A
11-Sep-16,Louisiana,New Orleans,2349 S Claiborne Ave,1,5,N/A
11-Sep-16,New Jersey,Jersey City,87 Van Wagenen Ave,1,3,N/A
11-Sep-16,Missouri,Kansas City,500 block of Westport Rd,0,6,N/A
11-Sep-16,Michigan,Saginaw,2207 Pierce Road,0,5,N/A
11-Sep-16,North Carolina,New Bern,1100 block of Highway 70,0,5,N/A
10-Sep-16,Florida,Miami,3451 Northwest 36 Street,1,3,N/A
8-Sep-16,Texas,Del Valle,8330 Linden Rd,4,0,N/A
8-Sep-16,Arkansas,Hot Springs National Park (Hot Springs),300 block of Lacey St,1,4,N/A
5-Sep-16,Illinois,Chicago,2700 block of W Lexington Ave,2,3,N/A
5-Sep-16,Pennsylvania,Reading,600 block of Moss Street,0,4,N/A
4-Sep-16,Virginia,Roanoke,1020 Orange Ave NE,1,10,N/A
3-Sep-16,Illinois,Chicago,100 block of North Seeley Avenue,0,4,N/A
3-Sep-16,North Carolina,Wilmington,600 block of North 30th Street,1,3,N/A
30-Aug-16,Georgia,Atlanta,400 Merritts Avenue NE,0,4,N/A
30-Aug-16,Illinois,Chicago (Englewood),6800 block of South Ashland,0,4,N/A
29-Aug-16,New Jersey,Egg Harbor City,907 White Horse Pike,1,5,N/A
29-Aug-16,California,Temecula,41450 Cruz Way,5,0,N/A
28-Aug-16,Texas,Lubbock,2200 block of 17th St,0,6,N/A
28-Aug-16,New York,Bronx,514 E 156th St,0,4,N/A
28-Aug-16,Missouri,Saint Louis,S Grand Blvd and Montana St,2,2,N/A
28-Aug-16,Alabama,Dadeville,512 E Columbus St,0,5,N/A
27-Aug-16,Alabama,Bessemer (Brighton),3810 7th Ave,1,6,N/A
27-Aug-16,Florida,Miami,1900 block of NW 83rd Terr,2,4,N/A
25-Aug-16,New Jersey,Bridgeton,Marion Street,0,5,N/A
21-Aug-16,Connecticut,Bridgeport,19 Plymouth St,0,13,N/A
21-Aug-16,Massachusetts,Boston,Westview and Stratton Street,0,4,N/A
20-Aug-16,Washington,Tacoma,900 block of Pacific Avenue,0,5,N/A
20-Aug-16,Connecticut,Hamden,903 Dixwell Ave,0,4,N/A
20-Aug-16,Alabama,Citronelle,Jim Platt Road,5,0,N/A
18-Aug-16,Connecticut,Waterbury,402 E Main Street,0,4,N/A
17-Aug-16,California,Oakland,Mandela Parkway,0,4,N/A
14-Aug-16,Virginia,Norfolk,1600 block of Selden Avenue,0,4,N/A
14-Aug-16,Minnesota,Minneapolis,1717 Plymouth Ave N,0,5,N/A
13-Aug-16,California,Los Angeles,6300 block of 11th Avenue,0,4,N/A
13-Aug-16,Wisconsin,Milwaukee,4001 West Fond Du Lac Ave,2,2,N/A
13-Aug-16,New York,Richmond Hill,Jamaica Ave and 105th St,0,4,N/A
13-Aug-16,Missouri,Joplin,1800 Connecticut Ave,0,4,N/A
12-Aug-16,Florida,Jacksonville,100 block of West 38th Street,1,3,N/A
12-Aug-16,Texas,Dallas,10921 Estate Ln,1,3,N/A
11-Aug-16,Pennsylvania,Philadelphia,500 block of E Ashmead St,0,4,N/A
10-Aug-16,Illinois,Evanston,Foster Street and Jackson Avenue,0,4,N/A
10-Aug-16,California,Sacramento,4000 Green Tree Drive,1,3,N/A
8-Aug-16,New Mexico,Albuquerque,341 General Marshall Street NE,2,2,N/A
8-Aug-16,Florida,Jacksonville,1214 Labelle St,0,7,N/A
7-Aug-16,California,Los Angeles,5925 South Figueroa Street,1,3,N/A
7-Aug-16,Mississippi,Vicksburg,4460 Clay St,1,3,N/A
7-Aug-16,Colorado,Arvada,5400 block of Sheridan Boulevard,2,2,N/A
7-Aug-16,Illinois,Chicago,100 block of South Springfield,0,4,N/A
6-Aug-16,Pennsylvania,Reading (Sinking Spring),51 Winding Brook Drive,5,0,N/A
5-Aug-16,Michigan,Pontiac,70 block of Thorpe Street,1,3,N/A
5-Aug-16,California,Perris,21600 block of Rider St,2,2,N/A
4-Aug-16,Tennessee,Memphis,Ayers Street and Griffith Avenue,0,4,N/A
3-Aug-16,Georgia,Decatur,4110 Glenwood Road,1,3,N/A
2-Aug-16,Florida,Hollywood (West Park),5700 block of Hallandale Beach Blvd,0,4,N/A
1-Aug-16,Indiana,Evansville,South Bedford Avenue,0,4,N/A
31-Jul-16,Florida,Miami,Southwest 203rd Terrace and 115th Avenue,3,1,N/A
31-Jul-16,Texas,Austin,208 E 6th St,1,4,N/A
30-Jul-16,Missouri,Saint Louis,5000 block of Kensington Ave,0,5,N/A
30-Jul-16,Georgia,Townsend (Eulonia),14699 Highway 17,0,5,N/A
30-Jul-16,Washington,Mukilteo,10009 Chennault Beach,3,1,N/A
29-Jul-16,Georgia,Athens,Trail Creek St,0,7,N/A
28-Jul-16,New York,Elmira,303 College Ave,0,5,N/A
28-Jul-16,Maryland,Baltimore,Greenmount Avenue,0,4,N/A
28-Jul-16,Illinois,Chicago,800 block of West 50th Place,2,2,N/A
25-Jul-16,Florida,Fort Myers,3580 Evans Ave,2,19,N/A
24-Jul-16,Ohio,Hamilton,1555 Main St,1,7,N/A
23-Jul-16,South Carolina,North Charleston,3630 Ashley Phosphate Road,0,4,N/A
23-Jul-16,New York,Brooklyn,Fountain Avenue,0,4,N/A
23-Jul-16,Ohio,Cincinnati,3400 block of Beekman Street,2,2,N/A
23-Jul-16,Texas,Bastrop,202 Childers Drive,4,1,N/A
22-Jul-16,Illinois,Kankakee,300 block of North Wildwood Avenue,0,5,N/A
21-Jul-16,Illinois,Chicago,4400 block of South Leamington,0,5,N/A
20-Jul-16,California,Fresno,Hedges at Peach and Olive,0,4,N/A
19-Jul-16,Arkansas,West Memphis,13th Street and Tyler Avenue,0,4,N/A
17-Jul-16,Louisiana,Baton Rouge,9611 Airline Highway,4,3,N/A
17-Jul-16,Texas,Houston,6610 Tidwell,1,3,N/A
17-Jul-16,Michigan,Detroit,Grand River and McGraw avenue,0,4,N/A
16-Jul-16,Texas,Dallas,6300 block of Benavides Drive,0,5,N/A
16-Jul-16,Ohio,Cleveland,5000 block of Euclid Avenue,0,5,N/A
16-Jul-16,California,San Bernardino,1200 block of West 25th Street,0,4,N/A
16-Jul-16,California,Bakersfield,621 Stephens Drive,1,14,N/A
16-Jul-16,Tennessee,Clarksville,1348 College Street,0,6,N/A
15-Jul-16,Washington,Woodland,4006 NW 417th Street,3,1,N/A
14-Jul-16,Texas,Crosby,400 block of Pecan Avenue,3,1,N/A
14-Jul-16,California,Oakland,1600 block of 7th Street,0,4,N/A
14-Jul-16,Ohio,Akron,900 block of Moeller Avenue,1,3,N/A
13-Jul-16,Georgia,Warner Robins,105 Magnolia Avenue,0,5,N/A
13-Jul-16,Missouri,Saint Louis,3000 block of Miami St,2,2,N/A
11-Jul-16,Maryland,Baltimore,1800 block of W. North Avenue,0,5,N/A
11-Jul-16,Michigan,Jackson,500 block of Summit Avenue,0,4,N/A
11-Jul-16,Michigan,Saint Joseph,811 Port St,3,2,N/A
11-Jul-16,District of Columbia,Washington,"5100 block of Call Pl., SE",0,4,N/A
7-Jul-16,Tennessee,Bristol,536 Volunteer Parkway,1,4,N/A
7-Jul-16,Texas,Dallas,800 Main St,5,9,N/A
7-Jul-16,Louisiana,Baton Rouge,2136 North Lobdell Avenue,0,4,N/A
5-Jul-16,California,Los Angeles,56th Street and Naomi Avenue,0,4,N/A
4-Jul-16,Pennsylvania,Pittsburgh,Seventh  Ave and Liberty Ave,0,4,N/A
4-Jul-16,Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,0,4,N/A
4-Jul-16,New York,Brooklyn,419 Chauncey Street,0,7,N/A
4-Jul-16,Ohio,Cleveland,1400 block of W. 107 Street,0,4,N/A
4-Jul-16,Texas,Houston,1300 block of Robin,3,2,N/A
4-Jul-16,Arizona,Phoenix,4000 block of West Southern Avenue,2,6,N/A
3-Jul-16,Louisiana,Monroe,401 Lea Joyner Memorial Expy,2,3,N/A
3-Jul-16,Tennessee,Chattanooga,2300 block of Daisy Street,0,4,N/A
30-Jun-16,Illinois,Chicago,9500 block of South Loomis Street,1,4,N/A
29-Jun-16,Nevada,Las Vegas,6100 block of West Lake Mead Boulevard,5,0,N/A
28-Jun-16,California,Los Angeles,13800 block of S Avalon Boulevard,1,3,N/A
28-Jun-16,Illinois,Chicago,1600 block of South Christiana,0,4,N/A
27-Jun-16,Oregon,Woodburn,13436 Killiam Loop NE,3,1,N/A
26-Jun-16,South Carolina,Bennettsville,Highway 38 N,0,4,N/A
26-Jun-16,Georgia,Atlanta,1500 block of Moreland Avenue SE,1,4,N/A
26-Jun-16,Texas,Houston,6000 block of Elm Street,1,3,N/A
26-Jun-16,Texas,Corpus Christi,Baldwin Blvd  and Lamar,0,4,N/A
26-Jun-16,North Carolina,Charlotte,2240 Camp Greene St.,0,5,N/A
25-Jun-16,Texas,Fort Worth,2466 East Lancaster Avenue,2,5,N/A
25-Jun-16,Virginia,Norfolk,700 block of Craig Street,0,4,N/A
25-Jun-16,Illinois,Chicago,1400 block of W. 114th Place,0,4,N/A
24-Jun-16,Kansas,Kansas City,N. 3rd and Walker,0,4,N/A
24-Jun-16,Connecticut,Hartford,Brook and Winter Street,0,5,N/A
24-Jun-16,Maryland,District Heights,3100 block of Orleans Ave,3,2,N/A
22-Jun-16,Washington,Olympia,500 block of Dutterow Road SE,3,1,N/A
22-Jun-16,Georgia,Dekalb (county),Lancashire Drive and Central Drive,1,4,N/A
22-Jun-16,Illinois,Chicago,3100 block of West Warren,0,4,N/A
